 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2015 - Brasil;;;
População residente por Município e Sexo;;;
Período:2015;;;
Município;Masculino;Feminino;Total
431514 Presidente Lucena;1445;1261;2706
431515 Progresso;3349;3018;6367
431517 Protásio Alves;1107;937;2044
431520 Putinga;2109;2076;4185
431530 Quaraí;11584;11997;23581
431531 Quatro Irmãos;937;906;1843
431532 Quevedos;1522;1293;2815
431535 Quinze de Novembro;1846;1967;3813
431540 Redentora;5789;5238;11027
431545 Relvado;1098;1097;2195
431550 Restinga Seca;8149;8186;16335
431555 Rio dos Índios;1782;1634;3416
431560 Rio Grande;100842;107016;207858
431570 Rio Pardo;19192;19743;38935
431575 Riozinho;2323;2251;4574
431580 Roca Sales;5427;5547;10974
431590 Rodeio Bonito;2972;2982;5954
431595 Rolador;1294;1249;2543
431600 Rolante;10383;10325;20708
431610 Ronda Alta;5223;5431;10654
431620 Rondinha;2771;2774;5545
431630 Roque Gonzales;3719;3568;7287
431640 Rosário do Sul;20118;20657;40775
431642 Sagrada Família;1401;1275;2676
431643 Saldanha Marinho;1388;1492;2880
431645 Salto do Jacuí;6270;6160;12430
431647 Salvador das Missões;1462;1305;2767
431650 Salvador do Sul;3706;3611;7317
431660 Sananduva;8089;8050;16139
431710 Sant'Ana do Livramento;39854;43120;82974
431670 Santa Bárbara do Sul;4378;4414;8792
431673 Santa Cecília do Sul;860;838;1698
431675 Santa Clara do Sul;3097;3084;6181
431680 Santa Cruz do Sul;61386;64696;126082
431697 Santa Margarida do Sul;1365;1128;2493
431690 Santa Maria;132059;144045;276104
431695 Santa Maria do Herval;3236;3092;6328
431720 Santa Rosa;35662;36578;72240
431725 Santa Tereza;923;858;1781
431730 Santa Vitória do Palmar;15779;15657;31436
431700 Santana da Boa Vista;4258;4174;8432
431740 Santiago;24565;26066;50631
431750 Santo Ângelo;38223;40751;78974
431760 Santo Antônio da Patrulha;21044;20932;41976
431770 Santo Antônio das Missões;5578;5596;11174
431755 Santo Antônio do Palma;1139;1062;2201
431775 Santo Antônio do Planalto;1002;1055;2057
431780 Santo Augusto;7090;7260;14350
431790 Santo Cristo;7417;7341;14758
431795 Santo Expedito do Sul;1268;1216;2484
431800 São Borja;31057;31930;62987
431805 São Domingos do Sul;1557;1506;3063
431810 São Francisco de Assis;9724;9771;19495
431820 São Francisco de Paula;10985;10564;21549
431830 São Gabriel;31055;31728;62783
431840 São Jerônimo;11898;11631;23529
431842 São João da Urtiga;2493;2349;4842
431843 São João do Polêsine;1258;1392;2650
431844 São Jorge;1422;1425;2847
431845 São José das Missões;1369;1368;2737
431846 São José do Herval;1155;1028;2183
431848 São José do Hortêncio;2327;2135;4462
431849 São José do Inhacorá;1144;1077;2221
431850 São José do Norte;13839;13137;26976
431860 São José do Ouro;3527;3586;7113
431861 São José do Sul;1125;1138;2263
431862 São José dos Ausentes;1818;1654;3472
431870 São Leopoldo;112171;116197;228368
431880 São Lourenço do Sul;22591;21953;44544
431890 São Luiz Gonzaga;17475;17720;35195
431900 São Marcos;10470;10732;21202
431910 São Martinho;2858;2964;5822
431912 São Martinho da Serra;1731;1578;3309
431915 São Miguel das Missões;4136;3591;7727
431920 São Nicolau;2902;2830;5732
431930 São Paulo das Missões;3218;3129;6347
431935 São Pedro da Serra;1817;1769;3586
431936 São Pedro das Missões;982;1000;1982
431937 São Pedro do Butiá;1515;1472;2987
431940 São Pedro do Sul;8305;8480;16785
431950 São Sebastião do Caí;12198;12476;24674
431960 São Sepé;12224;12205;24429
431970 São Valentim;1800;1817;3617
431971 São Valentim do Sul;1170;1089;2259
431973 São Valério do Sul;1432;1321;2753
431975 São Vendelino;1065;1057;2122
431980 São Vicente do Sul;4439;4347;8786
431990 Sapiranga;39401;40159;79560
432000 Sapucaia do Sul;67670;70687;138357
432010 Sarandi;11270;11767;23037
432020 Seberi;5567;5596;11163
432023 Sede Nova;1611;1452;3063
432026 Segredo;3858;3528;7386
432030 Selbach;2545;2591;5136
432032 Senador Salgado Filho;1461;1424;2885
432035 Sentinela do Sul;2839;2644;5483
432040 Serafina Corrêa;8044;7768;15812
432045 Sério;1174;1062;2236
432050 Sertão;2962;3203;6165
432055 Sertão Santana;3083;3163;6246
432057 Sete de Setembro;1095;1038;2133
432060 Severiano de Almeida;2005;1880;3885
432065 Silveira Martins;1229;1257;2486
432067 Sinimbu;5469;4933;10402
432070 Sobradinho;7464;7479;14943
432080 Soledade;15569;15691;31260
432085 Tabaí;2270;2188;4458
432090 Tapejara;10726;10800;21526
432100 Tapera;5333;5468;10801
432110 Tapes;8570;8785;17355
432120 Taquara;28432;28806;57238
432130 Taquari;13285;13843;27128
432132 Taquaruçu do Sul;1582;1507;3089
432135 Tavares;2905;2647;5552
432140 Tenente Portela;6881;7153;14034
432143 Terra de Areia;5375;5260;10635
432145 Teutônia;15096;15074;30170
432146 Tio Hugo;1477;1437;2914
432147 Tiradentes do Sul;3245;3133;6378
432149 Toropi;1568;1420;2988
432150 Torres;18131;18973;37104
432160 Tramandaí;22411;23960;46371
432162 Travesseiro;1208;1185;2393
432163 Três Arroios;1449;1422;2871
432166 Três Cachoeiras;5513;5296;10809
432170 Três Coroas;13005;13085;26090
432180 Três de Maio;11958;12526;24484
432183 Três Forquilhas;1537;1388;2925
432185 Três Palmeiras;2258;2214;4472
432190 Três Passos;12239;12407;24646
432195 Trindade do Sul;2966;2994;5960
432200 Triunfo;14010;13856;27866
432210 Tucunduva;2838;3153;5991
432215 Tunas;2415;2172;4587
432218 Tupanci do Sul;848;735;1583
432220 Tupanciretã;11611;11911;23522
432225 Tupandi;2322;2040;4362
432230 Tuparendi;4172;4399;8571
432232 Turuçu;1836;1756;3592
432234 Ubiretama;1186;1079;2265
432235 União da Serra;755;663;1418
432237 Unistalda;1245;1236;2481
432240 Uruguaiana;63238;66413;129651
432250 Vacaria;32263;32594;64857
432253 Vale do Sol;5897;5753;11650
432254 Vale Real;2792;2753;5545
432252 Vale Verde;1771;1663;3434
432255 Vanini;1063;1025;2088
432260 Venâncio Aires;34745;35116;69861
432270 Vera Cruz;12621;13079;25700
432280 Veranópolis;12167;12519;24686
432285 Vespasiano Correa;1034;937;1971
432290 Viadutos;2618;2655;5273
432300 Viamão;123392;128588;251980
432310 Vicente Dutra;2664;2561;5225
432320 Victor Graeff;1556;1514;3070
432330 Vila Flores;1704;1655;3359
432335 Vila Lângaro;1160;1036;2196
432340 Vila Maria;2203;2186;4389
432345 Vila Nova do Sul;2164;2203;4367
432350 Vista Alegre;1433;1454;2887
432360 Vista Alegre do Prata;837;775;1612
432370 Vista Gaúcha;1447;1428;2875
432375 Vitória das Missões;1780;1685;3465
432377 Westfalia;1513;1441;2954
432380 Xangri-lá;7208;6989;14197
500020 Água Clara;7506;6965;14471
500025 Alcinópolis;2683;2350;5033
500060 Amambai;18982;18606;37588
500070 Anastácio;12307;12442;24749
500080 Anaurilândia;4493;4352;8845
500085 Angélica;5298;4851;10149
500090 Antônio João;4406;4268;8674
500100 Aparecida do Taboado;12313;12099;24412
500110 Aquidauana;23874;23292;47166
500124 Aral Moreira;5959;5436;11395
500150 Bandeirantes;3547;3225;6772
500190 Bataguassu;11043;10737;21780
500200 Batayporã;5509;5700;11209
500210 Bela Vista;12214;11902;24116
500215 Bodoquena;4030;3870;7900
500220 Bonito;10567;10482;21049
500230 Brasilândia;6063;5838;11901
500240 Caarapó;14516;13924;28440
500260 Camapuã;7150;6582;13732
500270 Campo Grande;416999;436624;853623
500280 Caracol;2969;2871;5840
500290 Cassilândia;10751;10874;21625
500295 Chapadão do Sul;11842;10779;22621
500310 Corguinho;3026;2487;5513
500315 Coronel Sapucaia;7351;7462;14813
500320 Corumbá;55298;53359;108657
500325 Costa Rica;10215;9289;19504
500330 Coxim;16655;16480;33135
500345 Deodápolis;6464;6187;12651
500348 Dois Irmãos do Buriti;5985;4980;10965
500350 Douradina;2911;2810;5721
500370 Dourados;105476;107391;212867
500375 Eldorado;5977;6150;12127
500380 Fátima do Sul;9551;9671;19222
500390 Figueirão;1600;1413;3013
500400 Glória de Dourados;4970;5023;9993
500410 Guia Lopes da Laguna;5142;4992;10134
500430 Iguatemi;7811;7827;15638
500440 Inocência;3923;3738;7661
500450 Itaporã;11384;11512;22896
500460 Itaquiraí;10603;9561;20164
500470 Ivinhema;11640;11290;22930
500480 Japorã;4343;4227;8570
500490 Jaraguari;3685;3177;6862
500500 Jardim;12793;12679;25472
500510 Jateí;2112;1928;4040
500515 Juti;3300;3100;6400
500520 Ladário;10931;10924;21855
500525 Laguna Carapã;3527;3491;7018
500540 Maracaju;22808;20271;43079
500560 Miranda;14070;13036;27106
500568 Mundo Novo;8673;9209;17882
500570 Naviraí;26047;25490;51537
500580 Nioaque;7510;6721;14231
500600 Nova Alvorada do Sul;10195;9458;19653
500620 Nova Andradina;25659;25232;50891
500625 Novo Horizonte do Sul;2176;2128;4304
500627 Paraíso das Águas;2798;2351;5149
500630 Paranaíba;20609;20884;41493
500635 Paranhos;6853;6639;13492
500640 Pedro Gomes;4088;3705;7793
500660 Ponta Porã;43041;43674;86715
500690 Porto Murtinho;8950;7563;16513
500710 Ribas do Rio Pardo;12096;11071;23167
500720 Rio Brilhante;18054;16723;34777
500730 Rio Negro;2509;2402;4911
500740 Rio Verde de Mato Grosso;9726;9740;19466
500750 Rochedo;2714;2538;5252
500755 Santa Rita do Pardo;3996;3636;7632
500769 São Gabriel do Oeste;12611;12370;24981
500780 Selvíria;3302;3157;6459
500770 Sete Quedas;5552;5281;10833
500790 Sidrolândia;26171;25187;51358
500793 Sonora;9371;8110;17481
500795 Tacuru;5718;5311;11029
500797 Taquarussu;1816;1752;3568
500800 Terenos;10696;9216;19912
500830 Três Lagoas;57125;56492;113617
500840 Vicentina;3063;2967;6030
510010 Acorizal;2806;2561;5367
510020 Água Boa;12461;11098;23559
510025 Alta Floresta;25376;24616;49992
510030 Alto Araguaia;9027;8481;17508
510035 Alto Boa Vista;3229;2915;6144
510040 Alto Garças;6010;5223;11233
510050 Alto Paraguai;5893;4812;10705
510060 Alto Taquari;5167;4508;9675
510080 Apiacás;5056;4340;9396
510100 Araguaiana;1567;1516;3083
510120 Araguainha;533;442;975
510125 Araputanga;7937;8107;16044
510130 Arenápolis;4786;4915;9701
510140 Aripuanã;11060;9597;20657
510160 Barão de Melgaço;4173;3356;7529
510170 Barra do Bugres;17687;16012;33699
510180 Barra do Garças;29175;29224;58399
510185 Bom Jesus do Araguaia;3255;2764;6019
510190 Brasnorte;9705;8110;17815
510250 Cáceres;45486;45032;90518
510260 Campinápolis;7734;7375;15109
510263 Campo Novo do Parecis;16637;15349;31986
510267 Campo Verde;19500;18490;37990
510268 Campos de Júlio;3138;3017;6155
510269 Canabrava do Norte;2449;2227;4676
510270 Canarana;10489;9718;20207
510279 Carlinda;5549;4813;10362
510285 Castanheira;4443;3965;8408
510300 Chapada dos Guimarães;9806;8893;18699
510305 Cláudia;5980;5564;11544
510310 Cocalinho;2943;2586;5529
510320 Colíder;16093;15800;31893
510325 Colniza;17685;15892;33577
510330 Comodoro;10022;9515;19537
510335 Confresa;14931;13408;28339
510336 Conquista D'Oeste;1958;1773;3731
510337 Cotriguaçu;9208;8507;17715
510340 Cuiabá;285714;294773;580487
510343 Curvelândia;2530;2477;5007
510345 Denise;4628;4345;8973
510350 Diamantino;10987;10078;21065
510360 Dom Aquino;4190;3839;8029
510370 Feliz Natal;6305;6474;12779
510380 Figueirópolis D'Oeste;1826;1724;3550
510385 Gaúcha do Norte;3866;3169;7035
510390 General Carneiro;2779;2532;5311
510395 Glória D'Oeste;1554;1470;3024
510410 Guarantã do Norte;17244;16685;33929
510420 Guiratinga;7702;6791;14493
510450 Indiavaí;1323;1224;2547
510452 Ipiranga do Norte;3663;2966;6629
510454 Itanhangá;3174;2929;6103
510455 Itaúba;2124;1887;4011
510460 Itiquira;6821;5650;12471
510480 Jaciara;13253;13147;26400
510490 Jangada;4102;3824;7926
510500 Jauru;4647;4596;9243
510510 Juara;17448;16165;33613
510515 Juína;20263;19427;39690
510517 Juruena;7245;6689;13934
510520 Juscimeira;5777;5328;11105
510523 Lambari D'Oeste;3041;2725;5766
510525 Lucas do Rio Verde;30258;27025;57283
510530 Luciara;1056;1040;2096
510558 Marcelândia;5753;5107;10860
510560 Matupá;7937;7497;15434
510562 Mirassol d'Oeste;13331;13040;26371
510590 Nobres;7860;7099;14959
510600 Nortelândia;3117;2934;6051
510610 Nossa Senhora do Livramento;6113;5281;11394
510615 Nova Bandeirantes;7372;6354;13726
510620 Nova Brasilândia;2109;1920;4029
510621 Nova Canaã do Norte;6579;5782;12361
510880 Nova Guarita;2414;2175;4589
510618 Nova Lacerda;3224;2825;6049
510885 Nova Marilândia;1695;1412;3107
510890 Nova Maringá;4201;3561;7762
510895 Nova Monte Verde;4669;3969;8638
510622 Nova Mutum;21295;18417;39712
510617 Nova Nazaré;1794;1700;3494
510623 Nova Olímpia;9803;9157;18960
510619 Nova Santa Helena;1838;1729;3567
510624 Nova Ubiratã;5934;4867;10801
510625 Nova Xavantina;10473;9928;20401
510627 Novo Horizonte do Norte;1994;1850;3844
510626 Novo Mundo;4305;4059;8364
510631 Novo Santo Antônio;1309;1059;2368
510628 Novo São Joaquim;2812;2510;5322
510629 Paranaíta;5845;4997;10842
510630 Paranatinga;11307;9712;21019
510637 Pedra Preta;8556;8118;16674
510642 Peixoto de Azevedo;16950;15868;32818
510645 Planalto da Serra;1362;1281;2643
510650 Poconé;16706;15429;32135
510665 Pontal do Araguaia;3159;2972;6131
510670 Ponte Branca;837;781;1618
510675 Pontes e Lacerda;21847;21384;43231
510677 Porto Alegre do Norte;6246;5428;11674
510680 Porto dos Gaúchos;2809;2527;5336
510682 Porto Esperidião;6204;5261;11465
510685 Porto Estrela;1686;1472;3158
510700 Poxoréo;8537;7904;16441
510704 Primavera do Leste;29166;28258;57424
510706 Querência;8200;7399;15599
510715 Reserva do Cabaçal;1349;1283;2632
510718 Ribeirão Cascalheira;4895;4666;9561
510719 Ribeirãozinho;1198;1092;2290
510720 Rio Branco;2550;2491;5041
510757 Rondolândia;1974;1818;3792
510760 Rondonópolis;109030;106291;215321
510770 Rosário Oeste;9142;8019;17161
510775 Salto do Céu;1826;1670;3496
510724 Santa Carmem;2217;2074;4291
510774 Santa Cruz do Xingu;1208;1075;2283
510776 Santa Rita do Trivelato;1655;1378;3033
510777 Santa Terezinha;4229;3652;7881
510726 Santo Afonso;1648;1393;3041
510779 Santo Antônio do Leste;2350;2239;4589
510780 Santo Antônio do Leverger;10257;8999;19256
510785 São Félix do Araguaia;5853;5273;11126
510729 São José do Povo;2032;1791;3823
510730 São José do Rio Claro;10364;8687;19051
510735 São José do Xingu;2902;2475;5377
510710 São José dos Quatro Marcos;9326;9296;18622
510740 São Pedro da Cipa;2291;2152;4443
510787 Sapezal;12049;10614;22663
510788 Serra Nova Dourada;804;717;1521
510790 Sinop;66232;63684;129916
510792 Sorriso;41366;38929;80295
510794 Tabaporã;5090;4400;9490
510795 Tangará da Serra;47622;46665;94287
510800 Tapurah;7449;4857;12306
510805 Terra Nova do Norte;5347;4818;10165
510810 Tesouro;1993;1528;3521
510820 Torixoréu;1911;1802;3713
510830 União do Sul;1938;1614;3552
510835 Vale de São Domingos;1710;1331;3041
510840 Várzea Grande;133630;134964;268594
510850 Vera;5557;5178;10735
510550 Vila Bela da Santíssima Trindade;7902;7372;15274
510860 Vila Rica;12396;11544;23940
520005 Abadia de Goiás;3851;4048;7899
520010 Abadiânia;9311;8759;18070
520013 Acreúna;11205;10525;21730
520015 Adelândia;1314;1242;2556
520017 Água Fria de Goiás;2960;2551;5511
520020 Água Limpa;1054;937;1991
520025 Águas Lindas de Goiás;94200;92877;187077
520030 Alexânia;13317;12820;26137
520050 Aloândia;1045;1035;2080
520055 Alto Horizonte;2874;2593;5467
520060 Alto Paraíso de Goiás;3615;3777;7392
520080 Alvorada do Norte;4438;4112;8550
520082 Amaralina;1979;1713;3692
520085 Americano do Brasil;3135;2781;5916
520090 Amorinópolis;1763;1725;3488
520110 Anápolis;180733;185760;366493
520120 Anhanguera;554;547;1101
520130 Anicuns;11179;10296;21475
520140 Aparecida de Goiânia;258792;263117;521909
520145 Aparecida do Rio Doce;1272;1241;2513
520150 Aporé;2196;1883;4079
520160 Araçu;1898;1879;3777
520170 Aragarças;9938;9642;19580
520180 Aragoiânia;4874;4573;9447
520215 Araguapaz;3983;3834;7817
520235 Arenópolis;1550;1516;3066
520250 Aruanã;4624;4119;8743
520260 Aurilândia;1795;1715;3510
520280 Avelinópolis;1250;1246;2496
520310 Baliza;2463;1981;4444
520320 Barro Alto;5295;4733;10028
520330 Bela Vista de Goiás;14260;13370;27630
520340 Bom Jardim de Goiás;4502;4319;8821
520350 Bom Jesus de Goiás;12239;11017;23256
520355 Bonfinópolis;4325;4371;8696
520357 Bonópolis;2109;1887;3996
520360 Brazabrantes;1778;1747;3525
520380 Britânia;2967;2808;5775
520390 Buriti Alegre;4750;4713;9463
520393 Buriti de Goiás;1354;1238;2592
520396 Buritinópolis;1730;1664;3394
520400 Cabeceiras;3984;3845;7829
520410 Cachoeira Alta;6530;5152;11682
520420 Cachoeira de Goiás;738;690;1428
520425 Cachoeira Dourada;4231;4152;8383
520430 Caçu;8035;6800;14835
520440 Caiapônia;9329;8821;18150
520450 Caldas Novas;40472;41008;81480
520455 Caldazinha;1809;1812;3621
520460 Campestre de Goiás;1893;1688;3581
520465 Campinaçu;1986;1759;3745
520470 Campinorte;6252;5819;12071
520480 Campo Alegre de Goiás;3528;3365;6893
520485 Campo Limpo de Goiás;3607;3482;7089
520490 Campos Belos;9672;9872;19544
520495 Campos Verdes;1969;1900;3869
520500 Carmo do Rio Verde;4980;4689;9669
520505 Castelândia;1949;1693;3642
520510 Catalão;50229;48509;98738
520520 Caturaí;2558;2421;4979
520530 Cavalcante;5142;4637;9779
520540 Ceres;10789;11124;21913
520545 Cezarina;4223;3990;8213
520547 Chapadão do Céu;4539;4049;8588
520549 Cidade Ocidental;31804;32423;64227
520551 Cocalzinho de Goiás;9839;9274;19113
520552 Colinas do Sul;1847;1705;3552
520570 Córrego do Ouro;1315;1248;2563
520580 Corumbá de Goiás;5795;5166;10961
520590 Corumbaíba;4850;4228;9078
520620 Cristalina;27682;25612;53294
520630 Cristianópolis;1554;1466;3020
520640 Crixás;8767;7929;16696
520650 Cromínia;1825;1789;3614
520660 Cumari;1541;1447;2988
520670 Damianópolis;1774;1610;3384
520680 Damolândia;1437;1463;2900
520690 Davinópolis;1075;1049;2124
520710 Diorama;1263;1284;2547
520830 Divinópolis de Goiás;2667;2354;5021
520725 Doverlândia;4160;3683;7843
520735 Edealina;1984;1829;3813
520740 Edéia;6266;5781;12047
520750 Estrela do Norte;1791;1593;3384
520753 Faina;3685;3321;7006
520760 Fazenda Nova;3168;3011;6179
520780 Firminópolis;6243;6400;12643
520790 Flores de Goiás;8160;6210;14370
520800 Formosa;56407;55830;112237
520810 Formoso;2403;2323;4726
520815 Gameleira de Goiás;1925;1742;3667
520840 Goianápolis;5647;5374;11021
520850 Goiandira;2782;2765;5547
520860 Goianésia;33675;32095;65770
520870 Goiânia;689214;741482;1430696
520880 Goianira;20097;19389;39486
520890 Goiás;12117;12320;24437
520910 Goiatuba;17125;16918;34043
520915 Gouvelândia;2854;2645;5499
520920 Guapó;7225;7217;14442
520929 Guaraíta;1147;1119;2266
520940 Guarani de Goiás;2281;1924;4205
520945 Guarinos;1159;975;2134
520960 Heitoraí;1916;1811;3727
520970 Hidrolândia;10226;9536;19762
520980 Hidrolina;2001;1923;3924
520990 Iaciara;7005;6420;13425
520993 Inaciolândia;3122;2944;6066
520995 Indiara;7725;7172;14897
521000 Inhumas;25418;26124;51542
521010 Ipameri;13336;13040;26376
521015 Ipiranga de Goiás;1471;1467;2938
521020 Iporá;15821;16375;32196
521030 Israelândia;1474;1452;2926
521040 Itaberaí;20053;19576;39629
521056 Itaguari;2345;2355;4700
521060 Itaguaru;2723;2764;5487
521080 Itajá;2457;2502;4959
521090 Itapaci;10785;10159;20944
521100 Itapirapuã;3456;3321;6777
521120 Itapuranga;13225;13414;26639
521130 Itarumã;3655;3201;6856
521140 Itauçu;4388;4567;8955
521150 Itumbiara;49959;50594;100553
521160 Ivolândia;1389;1213;2602
521170 Jandaia;3200;3071;6271
521180 Jaraguá;23914;22874;46788
521190 Jataí;48327;47670;95997
521200 Jaupaci;1539;1486;3025
521205 Jesúpolis;1271;1172;2443
521210 Joviânia;3749;3675;7424
521220 Jussara;9779;9569;19348
521225 Lagoa Santa;741;695;1436
521230 Leopoldo de Bulhões;4127;4040;8167
521250 Luziânia;97650;96386;194036
521260 Mairipotaba;1256;1177;2433
521270 Mambaí;4109;3834;7943
521280 Mara Rosa;5328;5087;10415
521290 Marzagão;1091;1107;2198
521295 Matrinchã;2293;2210;4503
521300 Maurilândia;6847;6109;12956
521305 Mimoso de Goiás;1482;1233;2715
521308 Minaçu;15819;15215;31034
521310 Mineiros;31491;28972;60463
521340 Moiporá;859;845;1704
521350 Monte Alegre de Goiás;4313;4005;8318
521370 Montes Claros de Goiás;4237;3984;8221
521375 Montividiu;6328;5774;12102
521377 Montividiu do Norte;2222;2165;4387
521380 Morrinhos;22514;22091;44605
521385 Morro Agudo de Goiás;1180;1187;2367
521390 Mossâmedes;2442;2374;4816
521400 Mozarlândia;7639;7113;14752
521405 Mundo Novo;3192;2727;5919
521410 Mutunópolis;2007;1913;3920
